disease_id,crop_name,disease_name,region,year,infection_rate,area_affected,severity,temperature,humidity,rainfall,leaf_color,spot_pattern,spot_color,leaf_texture,damage_type,fungicide_effective,treatment_days,recovery_rate,yield_loss
11,Sugarcane,Septoria Leaf Blotch,West Bengal,2018,1.6301857744438486,60.62728486844298,Medium,37.74885613915538,59.88854577063562,101.8297216512491,Reddish,Linear,Black,Fuzzy,Root,No,33,63.31756637369866,30.22323785200284
12,Cabbage,Downy Mildew,Tamil Nadu,2019,29.678897030765494,22.86960612488794,High,17.919889562310303,61.35163062425234,109.31409921246646,Reddish,Angular,Black,Smooth,Fruit,No,16,47.52028348277902,4.989044660068154
13,Orange,Botrytis,Punjab,2024,7.286598760462826,89.14873601089577,Critical,27.380308938249165,77.27679304734212,120.04040167693624,Green,Irregular,Red,Powdery,Leaf,Partial,50,63.17550683236151,27.817033739994734
14,Potato,Botrytis,Madhya Pradesh,2021,12.437205402901185,10.753602326353024,High,32.01662315795423,97.78951589016097,12.170629519407994,Reddish,Irregular,Black,Smooth,Root,Yes,43,5.222455473685339,46.526057707053035
15,Mango,Wheat Head Scab,West Bengal,2022,94.51780101367908,13.232460457090129,Critical,38.670620478087535,68.07770087625303,103.4437695047868,Yellow,Linear,Black,Fuzzy,Stem,Partial,22,72.24725924078058,8.40544940501694
16,Potato,Bacterial Leaf Blight,Tamil Nadu,2018,97.03217629666725,29.181323876341562,High,23.741944266220173,71.24122277382466,31.648266823397787,Brown,Angular,Gray,Smooth,Root,Yes,14,76.9624211959096,51.922663768012576
17,Cotton,Powdery Mildew,Tamil Nadu,2024,51.13952912178975,85.35192075617147,Medium,37.14345079418773,92.20176833224282,60.86209750414919,Yellow,Linear,Yellow,Rough,Leaf,No,24,61.89319273481356,82.10764111284283
18,Onion,Wheat Head Scab,Maharashtra,2018,60.53526470682349,13.743834783125484,Medium,13.036564905366467,84.67802579280176,5.60230709753653,Brown,Angular,Black,Powdery,Fruit,Yes,38,68.13020375539287,99.88253801420487
19,Cotton,Botrytis,Rajasthan,2021,45.23495527281689,26.044068611621608,Medium,19.975600475761702,95.1316810215629,27.012537272226943,Black,Circular,Brown,Fuzzy,Flower,Partial,29,91.00400358904612,73.99245924639834
20,Carrot,Botrytis,Gujarat,2022,3.030231777407999,13.3086476945099,High,21.401373042449706,48.21031896373363,187.63599318387762,Yellow,Circular,Black,Smooth,Fruit,Partial,44,3.5435868625464106,42.55571790230389
21,Corn,Early Blight,Uttar Pradesh,2024,15.564648150954152,50.021444985700995,Low,14.541141688066212,77.21892860685551,110.2743896931955,Green,Circular,Yellow,Powdery,Leaf,Partial,58,72.21294159069966,4.21066593202114
22,Cabbage,Wheat Head Scab,Uttar Pradesh,2022,90.1070085093597,11.701487641784245,Medium,36.95701239428219,89.87700713490004,163.15278845289208,Green,Angular,Gray,Smooth,Leaf,No,12,88.17050841926158,14.102467390109474
23,Apple,Septoria Leaf Blotch,Punjab,2023,13.274396557594258,38.61556301604899,Low,16.26533189132065,83.21383008538055,26.30668109432508,Brown,Linear,Yellow,Powdery,Root,Partial,58,94.64842539418899,23.800740733228633
24,Carrot,Botrytis,Rajasthan,2019,92.70771482240785,62.934888966369336,Medium,12.290839385503798,73.77455896518721,26.73345517776735,Black,Angular,Gray,Smooth,Flower,No,45,36.31187548953535,43.35495625778574
25,Cabbage,Wheat Head Scab,Maharashtra,2023,42.930841516124175,96.9061451592459,Critical,39.01621699188891,94.95073368769897,55.744271193682415,Green,Circular,Black,Rough,Root,Yes,5,49.328593946536024,68.8729413277519
26,Cotton,Downy Mildew,Karnataka,2019,5.645984981181618,52.434152817251885,Critical,30.234825594392724,85.99071596690817,147.07431865858146,Green,Angular,Gray,Smooth,Root,No,4,78.29085629175873,77.7062234179065
27,Cotton,Early Blight,Rajasthan,2024,90.20862921498271,92.03820665061889,Critical,21.57809652775544,38.27930568934576,111.98151689019737,Reddish,Angular,Red,Powdery,Stem,Partial,10,84.90737785042211,8.742653771953036
28,Sugarcane,Botrytis,Madhya Pradesh,2019,8.426345239431122,14.090173978850101,Medium,18.389984298674214,82.26121960255156,114.21175841886703,Yellow,Angular,Gray,Smooth,Leaf,Yes,21,87.99847302562739,43.995068188199504
29,Sugarcane,Septoria Leaf Blotch,Rajasthan,2021,8.254256882685308,43.33233848473427,High,32.92035794537859,61.969011019560654,158.1413151661549,Reddish,Circular,Red,Powdery,Stem,No,0,21.615113709418953,7.772903220415827
30,Tomato,Leaf Rust,Tamil Nadu,2021,7.359383356871618,54.11399767627053,High,23.89396507500772,79.81506787443944,105.59424009019753,Brown,Linear,Gray,Fuzzy,Flower,No,13,94.88083151461517,66.9531958330738
31,Wheat,Early Blight,Haryana,2022,85.34308067910275,71.39030325583137,Critical,10.326198608408884,32.83270252286479,130.87225849589467,Black,Linear,Red,Fuzzy,Root,Partial,7,52.10870994560637,4.753071941316833
32,Corn,Early Blight,Karnataka,2021,43.856831265682025,69.25150352405835,Low,24.31918718181701,46.22480583061565,153.1529471281502,Green,Linear,Yellow,Smooth,Fruit,Yes,13,62.79588308381944,44.85301331657773
33,Corn,Fusarium Wilt,Uttar Pradesh,2019,69.2385785231321,21.00525377666066,Critical,12.327845971129582,83.6535946735284,22.747644245314103,Yellow,Angular,Yellow,Smooth,Root,No,30,61.34782338378586,77.83879934161003
34,Garlic,Brown Spot,Uttar Pradesh,2020,46.473262353484955,21.418170705513603,High,34.85789435767434,49.518212700400426,6.651994950542228,Brown,Circular,Red,Fuzzy,Leaf,No,23,91.6055952317579,10.033153776843196
35,Banana,Botrytis,West Bengal,2018,5.503465767980731,63.95270989256975,Low,29.896430275023764,58.1535484867537,91.60800551678103,Black,Irregular,Brown,Powdery,Flower,No,36,9.486412412469514,66.95917224188086
36,Carrot,Damping Off,Uttar Pradesh,2018,94.75165905391414,7.533194629386911,Critical,23.17623815785565,38.718369566335255,161.65343630399545,Brown,Irregular,Brown,Rough,Root,No,12,50.440025685818924,47.80591862124501
37,Tomato,Wheat Head Scab,Gujarat,2022,75.05553903589808,2.0930542853855356,Medium,26.79307473041386,65.52902636662262,82.9947897362568,Yellow,Linear,Black,Powdery,Root,No,23,60.714815244956014,25.239884765501863
38,Corn,Downy Mildew,Punjab,2019,80.9131221821365,28.03595327866727,Low,11.125761817569884,47.827269921255734,108.34539648218266,Green,Circular,Black,Fuzzy,Leaf,No,59,29.47251056043063,44.554669990812954
39,Rice,Leaf Rust,Uttar Pradesh,2021,57.41927190660745,71.46220645615581,Critical,34.35793106579807,33.829004014018594,53.49295374086929,Yellow,Angular,Brown,Rough,Flower,No,10,6.030793568921622,67.8725999726394
40,Tomato,Brown Spot,Madhya Pradesh,2024,43.2088430730445,90.11683786425489,Medium,29.04174804752428,90.76518071559552,49.92452662168185,Black,Angular,Brown,Smooth,Stem,Partial,28,55.021863691063785,61.91609621727741
41,Carrot,Powdery Mildew,Madhya Pradesh,2021,99.82987164176765,39.843549814921936,Medium,34.35320195206312,86.69996614291043,18.968394433941516,Black,Linear,Gray,Fuzzy,Root,No,19,28.945153756307107,46.24310329807052
42,Cabbage,Powdery Mildew,Karnataka,2019,93.45241831471638,64.8948708790107,Medium,38.157547528966305,46.85935805940976,10.873122724882322,Yellow,Angular,Yellow,Smooth,Stem,Yes,32,3.375158450843163,59.81126357924128
43,Cotton,Late Blight,Gujarat,2022,62.05511611863245,92.88733583978546,Medium,23.047129939888286,79.93714183871751,183.0030943232535,Green,Irregular,Brown,Smooth,Root,No,23,47.49884408223471,5.171184436278331
44,Ginger,Anthracnose,Haryana,2022,31.529701471085716,22.548478932731143,Critical,28.615271705756953,58.01125662130633,96.75856296326901,Brown,Irregular,Black,Smooth,Stem,No,44,72.67780203133654,70.03799430298486
45,Tomato,Late Blight,Uttar Pradesh,2023,21.570817726064394,46.04704453806966,High,25.24947273879697,65.7260949530349,191.0405247027913,Green,Angular,Gray,Smooth,Fruit,Yes,5,61.887037402688996,5.795218366637
46,Tomato,Early Blight,Gujarat,2024,20.879475388388634,10.50791630446252,Medium,20.743372617961086,44.1402205091395,163.60509491038124,Brown,Irregular,Red,Fuzzy,Root,Yes,31,49.20803180374291,32.41089813971399
47,Rice,Downy Mildew,West Bengal,2023,80.15072040271504,10.238201218200832,Medium,25.52280918627063,69.40713375493314,34.719348617798886,Brown,Linear,Yellow,Powdery,Flower,Yes,25,65.55757188210356,3.7673657852255404
48,Onion,Mosaic Virus,Rajasthan,2022,24.422616449388357,68.5786315801717,Medium,29.449228785953963,70.09864735966107,191.16663836993192,Black,Angular,Yellow,Fuzzy,Fruit,Partial,47,85.25286351914488,84.49577745004653
49,Banana,Brown Spot,Tamil Nadu,2018,60.24617868423845,79.83259268867704,Low,37.75100229109498,60.51504817596246,199.38894594222813,Yellow,Circular,Gray,Powdery,Flower,No,52,25.566693429206964,98.42252746384828
50,Potato,Powdery Mildew,Rajasthan,2023,84.25204311160806,21.70662715625408,Low,28.585774547611145,54.962937125290296,146.79164744682467,Black,Linear,Black,Powdery,Root,Yes,56,86.44544710060124,27.996231565642947
51,Ginger,Anthracnose,Gujarat,2018,48.3100236525453,2.952530432026159,Critical,11.127871131544216,78.64660100963212,168.59229477845872,Brown,Angular,Red,Smooth,Flower,No,5,64.82861120008573,12.681564560946635
52,Potato,Wheat Head Scab,Tamil Nadu,2018,53.75792216753273,93.67115081558697,Critical,15.178279889759498,72.19651412041651,3.000286939363872,Reddish,Linear,Gray,Smooth,Stem,Yes,42,3.0154169956135846,33.6971378858864
53,Apple,Leaf Rust,Uttar Pradesh,2022,3.2859010305247627,44.70451479794788,Critical,27.530589791923816,96.6562598309773,105.85235025711131,Yellow,Irregular,Red,Rough,Leaf,No,24,99.00234336800081,52.53332487719858
54,Chilli,Leaf Rust,Madhya Pradesh,2019,13.304578068001005,8.689779486623662,Low,29.991615715009132,91.05005542198707,153.48501403045844,Black,Angular,Red,Rough,Root,Yes,41,95.80093967720904,25.13845732660098
55,Wheat,Downy Mildew,West Bengal,2024,67.03710411675439,27.533309995315175,Low,28.303259668994016,82.67213100036231,92.13020171210769,Yellow,Linear,Gray,Smooth,Root,Partial,29,95.47896929657117,99.58626003207948
56,Garlic,Wheat Head Scab,Uttar Pradesh,2022,90.04968982633184,94.14802372021829,Medium,14.064163180411452,83.81904990176722,189.17749510406497,Reddish,Angular,Brown,Smooth,Stem,Partial,57,19.671864870510237,89.66784241870337
57,Potato,Powdery Mildew,Tamil Nadu,2019,57.78016921748939,99.73624375527328,High,27.515745831219366,43.769585443890776,24.73813798679334,Black,Irregular,Brown,Powdery,Stem,Partial,55,84.13092414046406,45.0203459901518
58,Rice,Brown Spot,Madhya Pradesh,2018,8.957634520036207,34.96638426997305,Low,13.589614373930157,75.56047326177509,115.55363876143605,Black,Angular,Red,Fuzzy,Leaf,Yes,17,23.85748375308472,96.93694231073857
59,Wheat,Early Blight,Uttar Pradesh,2019,58.634716511017004,87.42256570525262,Low,36.83218616514145,79.17889925552092,99.15149870126096,Reddish,Angular,Black,Powdery,Stem,No,52,77.20007668646893,59.87251511907604
60,Chilli,Early Blight,Karnataka,2018,74.03388891078365,50.62382569976563,Low,32.17203943159308,55.20489106272489,93.88027676369796,Reddish,Linear,Gray,Rough,Stem,Partial,55,26.150336676625262,14.233458168579482
61,Grape,Powdery Mildew,Gujarat,2022,5.195641250458527,75.88661705586624,Critical,30.85583963955558,35.47758578939357,67.79355077762371,Black,Linear,Yellow,Fuzzy,Root,Partial,10,76.9028124764806,87.10365033712196
62,Corn,Wheat Head Scab,Punjab,2021,69.49227631215092,63.0972920598876,Critical,28.934841687403594,79.49711818703213,11.637317309191953,Black,Irregular,Brown,Fuzzy,Stem,Partial,53,92.84637606313724,82.28914410297325
63,Carrot,Mosaic Virus,Uttar Pradesh,2019,33.131744352111106,66.7310850343532,Low,16.25663310640808,46.99754312490018,161.02844221248898,Reddish,Circular,Red,Smooth,Stem,Partial,42,0.976914733245593,13.822366186906908
64,Carrot,Mosaic Virus,Madhya Pradesh,2021,15.430377677982365,81.54054642770186,Medium,11.907889352953715,93.69880054838939,18.398357209423178,Green,Circular,Yellow,Rough,Stem,Partial,9,14.292516194725025,43.35059105720755
65,Potato,Damping Off,Rajasthan,2019,83.15397036615002,39.34735184569697,High,13.57993520639994,83.1092161585367,159.47765283634251,Brown,Angular,Yellow,Fuzzy,Stem,Partial,49,28.123418041965763,77.861143607481
66,Cotton,Leaf Rust,Karnataka,2024,77.45069117396672,74.48721307211646,High,15.148209349488774,59.23922855741619,70.89727876699217,Black,Circular,Gray,Powdery,Flower,No,25,3.5622815567534882,89.44234214651404
67,Cotton,Fusarium Wilt,West Bengal,2023,74.42375335903391,99.48874125567599,Critical,15.117321165810548,60.360284489638275,168.0571222401589,Yellow,Irregular,Gray,Fuzzy,Fruit,Partial,27,98.88233903195207,81.20994404698801
68,Cotton,Fusarium Wilt,Rajasthan,2018,69.44032016551989,5.534332467861946,Medium,24.899170021056488,32.91021582834964,95.7593906764026,Brown,Irregular,Yellow,Fuzzy,Flower,Partial,4,17.524892357398723,16.668779815565106
69,Rice,Damping Off,West Bengal,2023,45.34960298019812,63.971241370082986,High,33.08037362013505,42.88436707588243,103.25061435166593,Yellow,Linear,Red,Powdery,Flower,No,15,47.5103670820672,45.85531439634487
70,Soybean,Late Blight,Gujarat,2019,38.56001046577951,55.1260328044586,Medium,39.02978279403571,93.38230275255745,153.16989312408745,Black,Irregular,Black,Fuzzy,Fruit,Yes,52,20.555551392718108,98.35845182509225
71,Onion,Brown Spot,Haryana,2018,62.472404762765684,46.68825828503119,Low,34.02581720431134,89.90340124562098,28.096877551533606,Yellow,Irregular,Yellow,Smooth,Flower,Yes,33,74.63796612134928,94.12363919564119
72,Wheat,Downy Mildew,Rajasthan,2020,6.7076463970551226,56.29081363525399,High,13.253108114605,93.51251003125276,147.22941137167095,Brown,Irregular,Yellow,Fuzzy,Root,Partial,43,45.62150476315876,95.63065281804552
73,Banana,Leaf Rust,Madhya Pradesh,2020,66.91986226548656,9.489654040080042,High,28.31765900502853,50.75798969419204,54.78911232589523,Green,Angular,Gray,Smooth,Root,Yes,13,4.174810837057253,10.931759622966464
74,Cabbage,Downy Mildew,Gujarat,2023,86.8843137971772,27.653368371930643,Medium,18.46620264465256,36.45238464403671,4.391417920051355,Green,Linear,Yellow,Smooth,Fruit,No,58,0.27037281449519,30.07627052393952
75,Banana,Anthracnose,Uttar Pradesh,2021,94.94358279807132,32.060462169198665,High,20.48401440193748,34.018131304992494,119.22161191224656,Reddish,Circular,Red,Smooth,Leaf,Partial,44,21.52083066375281,24.22537281408539
76,Onion,Downy Mildew,Tamil Nadu,2022,47.30145435121669,16.55858209092267,High,32.443220767666574,56.0001493527667,88.88561390163258,Brown,Linear,Brown,Smooth,Leaf,Yes,35,92.76070611189354,93.49900394685041
77,Cabbage,Brown Spot,Karnataka,2023,12.084107248740505,14.975249435917652,Low,17.090297381211627,86.72682211570131,161.87710380943986,Brown,Linear,Yellow,Rough,Root,No,3,55.498172337808086,63.37383671982548
78,Cotton,Wheat Head Scab,Punjab,2019,30.463352356488304,99.30922205890727,High,29.187481018525368,46.34724577409902,166.2473682297082,Brown,Circular,Gray,Powdery,Flower,Partial,38,86.50666657264483,66.80560681706854
79,Mango,Anthracnose,Rajasthan,2024,16.008436562351758,70.1318600034536,High,12.37949466685432,76.48996969508772,123.92863566273971,Black,Angular,Gray,Fuzzy,Fruit,No,55,84.03059865351509,86.26526610451837
80,Soybean,Leaf Rust,Tamil Nadu,2019,90.19411598565796,73.07839978280717,High,39.87244569041363,99.91326962863391,59.790909874750994,Green,Circular,Yellow,Rough,Flower,Yes,48,58.730561170897765,33.23429347823373
81,Cotton,Early Blight,Punjab,2020,84.59445356753187,90.66876936412898,Medium,11.242335891765276,42.70701755760676,116.11160165169446,Reddish,Angular,Black,Fuzzy,Flower,Yes,5,8.066163417690507,82.48971150429608
82,Grape,Septoria Leaf Blotch,Rajasthan,2023,93.12841726637471,78.17611850909566,Low,23.395437707183277,99.70029867279986,199.41265311469763,Yellow,Circular,Yellow,Fuzzy,Fruit,Partial,58,82.55330013897175,61.637639549585785
83,Wheat,Septoria Leaf Blotch,Rajasthan,2018,94.03016194170769,56.367016134894165,High,39.6824958992634,95.68991226424203,115.8711255467155,Black,Circular,Gray,Rough,Fruit,Yes,29,39.71126338953647,47.517967536814844
84,Cabbage,Leaf Rust,Maharashtra,2023,15.18096076951656,36.731910741262745,Medium,32.75379444379631,57.79886292683748,53.1579405752677,Reddish,Irregular,Brown,Fuzzy,Flower,No,27,20.44972173599684,64.91895825723155
85,Wheat,Wheat Head Scab,Haryana,2024,31.55052592732458,44.79820476867877,Medium,12.132790622916701,64.56518052684712,174.45618185195292,Yellow,Linear,Red,Smooth,Flower,No,43,2.4979793652965543,75.68644400838527
86,Banana,Damping Off,Tamil Nadu,2019,92.72798361606857,30.87894447277533,Low,37.82787106055743,67.50301559276949,183.77261314357395,Reddish,Linear,Black,Smooth,Fruit,No,25,84.76895032944869,34.835722073771755
87,Corn,Leaf Rust,Gujarat,2023,70.02081225015372,64.05710255132635,High,23.947204601275235,82.36099045021652,199.75054603648778,Brown,Irregular,Red,Powdery,Stem,No,31,46.58849482380758,99.7601707847684
88,Corn,Mosaic Virus,West Bengal,2019,90.79305929409128,3.956574127491208,Low,16.67717648084797,82.19190064204128,19.651832407338766,Black,Irregular,Yellow,Smooth,Stem,Partial,26,27.501805332993335,84.81636177818194
89,Carrot,Mosaic Virus,Gujarat,2020,24.897001149148334,67.76057371381071,High,30.660696785658356,57.98967198397301,95.3462426959957,Black,Irregular,Black,Powdery,Stem,Partial,19,88.3690812210001,28.03516173497409
90,Grape,Late Blight,Rajasthan,2019,82.09740283078382,20.375786163389893,High,28.142364190577336,65.14668569814941,125.1750491204064,Brown,Irregular,Red,Fuzzy,Stem,No,0,96.99191889891637,71.9248430915858
91,Turmeric,Anthracnose,Rajasthan,2022,95.68992633797383,85.0895471583182,High,27.45670962277336,34.219564818001906,111.0290407958752,Green,Linear,Yellow,Fuzzy,Stem,Yes,48,3.595878252980367,12.181328145101755
92,Cabbage,Bacterial Leaf Blight,Haryana,2021,24.913073726348212,34.35111269923659,Medium,15.793517342638717,60.150294342999,1.854391614693407,Yellow,Linear,Red,Smooth,Stem,Partial,13,70.67579632302257,64.19679625356689
93,Turmeric,Leaf Rust,Rajasthan,2019,90.55589252709763,69.87237909291784,Low,12.848836621869758,72.78701737676023,166.4719017005493,Black,Circular,Yellow,Smooth,Fruit,Yes,59,64.52642782107979,9.0451780522531
94,Cotton,Botrytis,Karnataka,2021,85.59768103359147,26.465119519792957,Medium,25.05343209886656,62.375013520141415,124.07919971654826,Brown,Circular,Yellow,Fuzzy,Leaf,Partial,58,49.18010950173047,77.58439332631173
95,Cabbage,Bacterial Leaf Blight,Rajasthan,2023,28.98856659936062,37.286478201832985,Critical,17.583243122898473,74.47235984629737,176.03583971569032,Green,Irregular,Black,Powdery,Root,Partial,51,86.25004859853557,5.207071390811812
96,Soybean,Fusarium Wilt,West Bengal,2024,0.7553380677974841,66.16452193974854,Medium,23.49449835661899,91.31317178526703,116.71018350441942,Reddish,Angular,Yellow,Smooth,Stem,Partial,15,53.26286880907537,48.15179636930854
97,Wheat,Bacterial Leaf Blight,Uttar Pradesh,2019,70.97520486014753,95.8123905956122,Critical,22.26054071183999,58.137585250471346,0.29516548396348874,Brown,Angular,Yellow,Fuzzy,Flower,Yes,6,4.884995314589002,22.960774506044125
98,Cotton,Early Blight,Tamil Nadu,2021,34.49643046129312,11.594116118089545,High,32.8569908040227,85.47830042238868,35.87498926146861,Yellow,Linear,Gray,Powdery,Stem,No,51,75.24777002110169,9.198687426217433
99,Corn,Septoria Leaf Blotch,Madhya Pradesh,2022,19.87806081259601,30.362524892499955,High,13.462269315588216,46.628340080575356,149.502989803272,Brown,Linear,Brown,Fuzzy,Root,Partial,23,41.41230973326332,23.147275264136958
100,Turmeric,Powdery Mildew,West Bengal,2024,25.317078352328604,15.132778895864822,Critical,19.50122120466851,67.2254116338323,120.7977663766644,Reddish,Angular,Red,Fuzzy,Root,Partial,45,33.662904296511634,67.82854139269308
101,Cabbage,Damping Off,Uttar Pradesh,2021,89.4183483479941,18.311136416488644,High,12.806715933740643,71.60446640799236,32.658310337878135,Green,Circular,Brown,Fuzzy,Flower,No,55,88.28629688001601,70.96415536249377
102,Banana,Fusarium Wilt,Rajasthan,2022,71.09782785154614,92.09247523842983,High,25.40561470679698,90.83702082633627,69.10927559916864,Green,Irregular,Brown,Smooth,Flower,Yes,36,42.31685721023959,75.27172823094914
103,Potato,Leaf Rust,Madhya Pradesh,2018,55.13014848591242,5.937559122322704,Critical,22.493349514905795,33.097941007549956,179.1405414153066,Green,Irregular,Yellow,Rough,Leaf,No,9,15.612978511190889,54.909560038072605
104,Potato,Septoria Leaf Blotch,Rajasthan,2019,86.32889942240512,55.90798603239358,Low,25.923689200000233,82.24008831977194,6.454507118544117,Black,Irregular,Yellow,Powdery,Leaf,Partial,54,72.55270169902407,71.1517546171977
105,Carrot,Leaf Rust,Tamil Nadu,2022,62.647587325922295,63.31115441934467,Critical,10.939325050267515,85.50569573054909,39.1931125604573,Black,Angular,Brown,Powdery,Fruit,Yes,21,77.78905828313358,35.05660807991351
106,Rice,Early Blight,West Bengal,2022,39.815643346813715,83.29203158508783,Critical,37.69136652292369,81.12784580841313,158.8433231906372,Reddish,Irregular,Red,Smooth,Leaf,No,3,46.41733290169494,69.41110494259533
107,Onion,Powdery Mildew,West Bengal,2022,51.16231330928779,15.833012175533826,Medium,18.059077055611564,60.28218017883074,134.2161575734418,Brown,Irregular,Gray,Rough,Fruit,No,29,90.35619443703689,83.1038787150127
108,Banana,Brown Spot,West Bengal,2020,64.0373398669817,67.44904473314394,Medium,10.440035795349546,63.15182849701631,67.06688935060208,Yellow,Irregular,Brown,Rough,Flower,No,45,12.363825938520101,61.830068619771254
109,Mango,Wheat Head Scab,Gujarat,2020,40.144728307831166,64.81975305085518,High,18.671123659591597,81.87750671284363,54.110733386941014,Reddish,Circular,Yellow,Powdery,Fruit,Yes,58,0.5104035880315938,18.77659295619727
110,Tomato,Late Blight,Tamil Nadu,2020,78.88352614148103,85.50781252030811,Medium,13.690985141837725,46.959560850740274,39.08314071208379,Black,Angular,Brown,Powdery,Flower,Yes,18,11.858469101652025,42.52480378345196
111,Sugarcane,Fusarium Wilt,Gujarat,2022,62.932811685583786,52.996418552901204,Critical,37.55261764557133,60.08160026899812,169.88161431202138,Reddish,Angular,Black,Smooth,Stem,Yes,53,7.203025709497702,50.4901415752015
112,Potato,Septoria Leaf Blotch,Uttar Pradesh,2020,20.25227919006558,25.756695337762967,High,20.107911363087787,70.02977956046666,133.393565801553,Yellow,Circular,Brown,Fuzzy,Leaf,Yes,21,66.2933814255284,34.92580593218477
113,Cotton,Leaf Rust,Madhya Pradesh,2021,95.26000147513675,86.81693914849241,High,26.334483829488853,86.52308542703089,122.69285236441603,Brown,Circular,Brown,Rough,Leaf,Yes,35,39.73236579241133,60.578841188346445
114,Rice,Brown Spot,Punjab,2019,46.474667776209465,6.182795398167774,Low,25.293023216823812,43.65705480405754,48.978265762394834,Yellow,Irregular,Gray,Fuzzy,Stem,Partial,36,14.291614193442726,93.8978031471679
115,Turmeric,Anthracnose,Gujarat,2020,67.06441849184128,16.844709700315356,Critical,12.031793314661392,89.67019293181286,25.71875032630755,Green,Angular,Black,Fuzzy,Flower,Yes,34,2.9824487693681068,27.467924673546797
116,Turmeric,Septoria Leaf Blotch,Uttar Pradesh,2018,90.96730690366488,28.48817710710957,High,38.86841313088888,57.50885768283116,93.92402649527813,Black,Circular,Yellow,Fuzzy,Stem,Partial,17,63.088337990619536,85.97431567439153
117,Cotton,Downy Mildew,Tamil Nadu,2024,85.40514835155165,98.97499449681807,High,19.63749473880592,47.27205702739161,103.49644683701568,Black,Angular,Brown,Rough,Leaf,Yes,26,30.964527967215226,31.417014659980836
118,Apple,Downy Mildew,Karnataka,2024,34.960829181056226,84.3798557864512,Critical,22.661052962532544,71.57508663961303,151.03513486989772,Yellow,Irregular,Brown,Smooth,Stem,Partial,56,52.047563029928156,56.788968423029765
119,Ginger,Bacterial Leaf Blight,Haryana,2022,95.50304874923773,40.53455688394108,Low,10.033634101064766,84.73595304142754,103.94203092377585,Black,Angular,Yellow,Smooth,Stem,Partial,26,51.48525338337498,38.67826494605665
120,Potato,Mosaic Virus,West Bengal,2024,1.5370431795805217,64.61254627836483,Low,12.36981438836046,73.51696357596748,82.87884129591123,Brown,Circular,Yellow,Smooth,Flower,Yes,30,17.644947041620085,50.453517545641844
121,Sugarcane,Damping Off,Uttar Pradesh,2024,43.21913099680243,15.07499916294309,Medium,12.169463611015605,54.03290668254641,191.0354384170478,Brown,Angular,Gray,Smooth,Fruit,Yes,4,69.32972987587966,1.2415118716794016
122,Garlic,Powdery Mildew,Tamil Nadu,2020,35.79803361209224,36.68372186133415,Critical,10.690984776518675,50.5115985477284,8.339422174475164,Reddish,Linear,Black,Fuzzy,Stem,Partial,27,69.64569080987474,87.0596736439239
123,Grape,Brown Spot,Rajasthan,2023,55.01952176884058,6.889185338657563,Low,28.3901292830786,86.94996680024488,88.90586594927765,Black,Irregular,Gray,Smooth,Stem,Partial,51,83.19862397839776,9.816939104376953
